categoria,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto,colonna_separata,modello,sport,colori
Scarpe Sportive Uomo Mizuno,MIZUNO,WAVE SKYRISE - Scarpe da corsa su strada - classic blue plein air river blue,"150,00","150,00",https://www.zalando.it/mizuno-wave-skyrise-scarpe-running-neutre-classic-blue-plein-air-river-blue-m2742a0kg-k11.html,"['WAVE SKYRISE ', ' Scarpe da corsa su strada ', ' classic blue plein air river blue']",WAVE SKYRISE , Scarpe da corsa su strada , classic blue plein air river blue
Scarpe Sportive Uomo Mizuno,MIZUNO,MONARCIDA NEO III  - Scarpe da calcetto con tacchetti - galaxy silver,"69,99","69,99",https://www.zalando.it/mizuno-monarcida-neo-iii-scarpe-da-calcetto-con-tacchetti-galaxy-silver-m2742a0jn-d11.html,"['MONARCIDA NEO III  ', ' Scarpe da calcetto con tacchetti ', ' galaxy silver']",MONARCIDA NEO III  , Scarpe da calcetto con tacchetti , galaxy silver
Scarpe Sportive Uomo Mizuno,MIZUNO,BREAK SHOT 5 CC - da tennis per terra battuta - blue/mint,"71,99","79,99",https://www.zalando.it/mizuno-break-shot-5-clay-da-tennis-per-terra-battuta-bluemint-m2742a0lb-k11.html,"['BREAK SHOT 5 CC ', ' da tennis per terra battuta ', ' blue/mint']",BREAK SHOT 5 CC , da tennis per terra battuta , blue/mint
Scarpe Sportive Uomo Mizuno,MIZUNO,MONARCIDA NEO SELECT - Scarpe da calcetto con tacchetti - white/neon green,"44,99","69,99",https://www.zalando.it/mizuno-monarcida-neo-iii-select-scarpe-da-calcetto-con-tacchetti-whiteneon-green-m2742a0jl-a11.html,"['MONARCIDA NEO SELECT ', ' Scarpe da calcetto con tacchetti ', ' white/neon green']",MONARCIDA NEO SELECT , Scarpe da calcetto con tacchetti , white/neon green
Scarpe Sportive Uomo Mizuno,MIZUNO,THUNDER BLADE Z - Scarpe da pallavolo - white/bellwether blue/bel air blue,"71,99","79,99",https://www.zalando.it/mizuno-thunder-blade-z-scarpe-da-pallavolo-whitebellwether-bluebel-air-blue-m2742a0lh-a11.html,"['THUNDER BLADE Z ', ' Scarpe da pallavolo ', ' white/bellwether blue/bel air blue']",THUNDER BLADE Z , Scarpe da pallavolo , white/bellwether blue/bel air blue
Scarpe Sportive Uomo Mizuno,MIZUNO,WAVE SKYRISE 6 - Scarpe da corsa su strada - dark blue/white/mint,"149,99","149,99",https://www.zalando.it/mizuno-wave-skyrise-6-scarpe-da-corsa-su-strada-dark-bluewhitemint-m2742a0l5-k11.html,"['WAVE SKYRISE 6 ', ' Scarpe da corsa su strada ', ' dark blue/white/mint']",WAVE SKYRISE 6 , Scarpe da corsa su strada , dark blue/white/mint
Scarpini Mizuno Uomo,MIZUNO,MORELIA NEO IV PRO MIX - Scarpe da calcetto con tacchetti - white/neon green/cool gray 3c,"125,99","139,99",https://www.zalando.it/mizuno-morelia-neo-iv-pro-mix-scarpe-da-calcetto-con-tacchetti-whiteneon-greencool-gray-3c-m2742a0jq-a11.html,"['MORELIA NEO IV PRO MIX ', ' Scarpe da calcetto con tacchetti ', ' white/neon green/cool gray 3c']",MORELIA NEO IV PRO MIX , Scarpe da calcetto con tacchetti , white/neon green/cool gray 3c
Scarpini Mizuno Uomo,MIZUNO,MIZUNO ALPHA II ELITE UNISEX - Scarpe da calcetto con tacchetti - white/black iridescent/black,"179,00","179,00",https://www.zalando.it/mizuno-mizuno-alpha-ii-elite-unisex-scarpe-da-calcetto-con-tacchetti-whiteblack-iridescentblack-m2742a0js-a11.html,"['MIZUNO ALPHA II ELITE UNISEX ', ' Scarpe da calcetto con tacchetti ', ' white/black iridescent/black']",MIZUNO ALPHA II ELITE UNISEX , Scarpe da calcetto con tacchetti , white/black iridescent/black
Scarpini Mizuno Uomo,MIZUNO,WAVE EXCEED LIGHT 2 - Scarpe da tennis per tutte le superfici - white/mint/blue,"111,99","124,99",https://www.zalando.it/mizuno-wave-exceed-light-2-scarpe-da-tennis-per-tutte-le-superfici-whitemintblue-m2742a0go-a11.html,"['WAVE EXCEED LIGHT 2 ', ' Scarpe da tennis per tutte le superfici ', ' white/mint/blue']",WAVE EXCEED LIGHT 2 , Scarpe da tennis per tutte le superfici , white/mint/blue
Scarpini Mizuno Uomo,MIZUNO,WAVE ENFORCE TOUR 2 CC - da tennis per terra battuta - blue/white,"159,99","159,99",https://www.zalando.it/mizuno-da-tennis-per-terra-battuta-bluewhite-m2742a0l9-k11.html,"['WAVE ENFORCE TOUR 2 CC ', ' da tennis per terra battuta ', ' blue/white']",WAVE ENFORCE TOUR 2 CC , da tennis per terra battuta , blue/white
Scarpini Mizuno Uomo,MIZUNO,WAVE MOMENTUM 3 UNISEX - Scarpe da pallavolo - neo mint/black/frontier blue,"152,99","169,99",https://www.zalando.it/mizuno-wave-momentum-3-unisex-scarpe-da-pallavolo-neo-mintblackfrontier-blue-m2744a00s-m11.html,"['WAVE MOMENTUM 3 UNISEX ', ' Scarpe da pallavolo ', ' neo mint/black/frontier blue']",WAVE MOMENTUM 3 UNISEX , Scarpe da pallavolo , neo mint/black/frontier blue
Scarpini Mizuno Uomo,MIZUNO,WAVE LIGHTNING Z8 - Scarpe da pallavolo - neo lime/black/splish splash,"133,07","160,00",https://www.zalando.it/mizuno-wave-lightning-z8-scarpe-da-pallavolo-neo-limeblacksplish-splash-m2742a0hv-m11.html,"['WAVE LIGHTNING Z8 ', ' Scarpe da pallavolo ', ' neo lime/black/splish splash']",WAVE LIGHTNING Z8 , Scarpe da pallavolo , neo lime/black/splish splash
Scarpini Mizuno Uomo,MIZUNO,WAVE STEALTH 6 UNISEX - Scarpe da pallamano - neo mint/black/frontier blue,"125,99","139,99",https://www.zalando.it/mizuno-sneakers-basse-neo-mintblackfrontier-blue-m2744a00u-m11.html,"['WAVE STEALTH 6 UNISEX ', ' Scarpe da pallamano ', ' neo mint/black/frontier blue']",WAVE STEALTH 6 UNISEX , Scarpe da pallamano , neo mint/black/frontier blue
Scarpini Mizuno Uomo,MIZUNO,WAVE LIGHTNING Z8 UNISEX - Scarpe da pallavolo - neo mint/black/frontier blue,"143,99","159,99",https://www.zalando.it/mizuno-wave-lightning-z8-unisex-scarpe-da-pallavolo-neo-mintblackfrontier-blue-m2744a00o-m11.html,"['WAVE LIGHTNING Z8 UNISEX ', ' Scarpe da pallavolo ', ' neo mint/black/frontier blue']",WAVE LIGHTNING Z8 UNISEX , Scarpe da pallavolo , neo mint/black/frontier blue
Scarpini Mizuno Uomo,MIZUNO,MONARCIDA NEO III SELECT AG - Scarpe da calcetto con tacchetti - white/laser blue,"58,99","69,99",https://www.zalando.it/mizuno-monarcida-neo-iii-select-ag-scarpe-da-calcetto-con-tacchetti-whitelaser-blue-m2742a0ih-a11.html,"['MONARCIDA NEO III SELECT AG ', ' Scarpe da calcetto con tacchetti ', ' white/laser blue']",MONARCIDA NEO III SELECT AG , Scarpe da calcetto con tacchetti , white/laser blue
Scarpini Mizuno Uomo,MIZUNO,WAVE LIGHTNING Z8 - Scarpe da pallavolo - white/bellwether blue/bel air blue,"143,99","159,99",https://www.zalando.it/mizuno-wave-lightning-z8-scarpe-da-pallavolo-whitebellwether-bluebel-air-blue-m2742a0lf-a11.html,"['WAVE LIGHTNING Z8 ', ' Scarpe da pallavolo ', ' white/bellwether blue/bel air blue']",WAVE LIGHTNING Z8 , Scarpe da pallavolo , white/bellwether blue/bel air blue
Scarpini Mizuno Uomo,MIZUNO,WAVE MEDAL 7 - Scarpe da pallamano - white/mugen blue/estate blue,"83,99","129,99",https://www.zalando.it/mizuno-wave-medal-7-scarpe-da-pallamano-whitemugen-blueestate-blue-m2742a0ir-a11.html,"['WAVE MEDAL 7 ', ' Scarpe da pallamano ', ' white/mugen blue/estate blue']",WAVE MEDAL 7 , Scarpe da pallamano , white/mugen blue/estate blue
Scarpini Mizuno Uomo,MIZUNO,WAVE RIDER 28 - Scarpe da corsa su strada - white/estate blue/mugen blue,"157,00","157,00",https://www.zalando.it/mizuno-wave-rider-28-scarpe-running-neutre-whiteestate-bluemugen-blue-m2742a0ja-a11.html,"['WAVE RIDER 28 ', ' Scarpe da corsa su strada ', ' white/estate blue/mugen blue']",WAVE RIDER 28 , Scarpe da corsa su strada , white/estate blue/mugen blue
Scarpini Mizuno Uomo,MIZUNO,WAVE VOLTAGE 2 UNISEX - Scarpe da pallavolo - black/neon flame/peacock blue,"83,99","119,99",https://www.zalando.it/mizuno-wave-voltage-2-unisex-scarpe-da-pallavolo-blackneon-flamepeacock-blue-m2742a0ip-q11.html,"['WAVE VOLTAGE 2 UNISEX ', ' Scarpe da pallavolo ', ' black/neon flame/peacock blue']",WAVE VOLTAGE 2 UNISEX , Scarpe da pallavolo , black/neon flame/peacock blue
Scarpini Mizuno Uomo,MIZUNO,WAVE SKY 8 - Scarpe da corsa su strada - neo lime/black/white,"190,00","190,00",https://www.zalando.it/mizuno-wave-sky-8-scarpe-running-neutre-neo-limeblackwhite-m2742a0jb-m11.html,"['WAVE SKY 8 ', ' Scarpe da corsa su strada ', ' neo lime/black/white']",WAVE SKY 8 , Scarpe da corsa su strada , neo lime/black/white
Scarpini Mizuno Uomo,MIZUNO,WAVE DRIVE 9 - Scarpe da tennis per tutte le superfici - white/dress blues/gold,"119,99","119,99",https://www.zalando.it/mizuno-wave-drive-9-scarpe-da-tennis-per-tutte-le-superfici-whitedress-bluesgold-m2742a0hl-a12.html,"['WAVE DRIVE 9 ', ' Scarpe da tennis per tutte le superfici ', ' white/dress blues/gold']",WAVE DRIVE 9 , Scarpe da tennis per tutte le superfici , white/dress blues/gold
Scarpini Mizuno Uomo,MIZUNO,NEO VISTA - Scarpe da corsa su strada - nimbus cloud vintage indigo neo mint,"216,96","216,96",https://www.zalando.it/mizuno-scarpe-da-corsa-su-strada-nimbus-cloud-vintage-indigo-neo-mint-m2742a0m7-c11.html,"['NEO VISTA ', ' Scarpe da corsa su strada ', ' nimbus cloud vintage indigo neo mint']",NEO VISTA , Scarpe da corsa su strada , nimbus cloud vintage indigo neo mint
Scarpini Mizuno Uomo,MIZUNO,WAVE MIRAGE 5 - Scarpe da pallamano - neo lime/black/splish splash,"79,99","159,99",https://www.zalando.it/mizuno-wave-mirage-5-scarpe-da-pallamano-neo-limeblacksplish-splash-m2742a0hn-m11.html,"['WAVE MIRAGE 5 ', ' Scarpe da pallamano ', ' neo lime/black/splish splash']",WAVE MIRAGE 5 , Scarpe da pallamano , neo lime/black/splish splash
Scarpini Mizuno Uomo,MIZUNO,WAVE LIGHTNING Z8 - Scarpe da pallavolo - white/salsa/black,"87,99","159,99",https://www.zalando.it/mizuno-wave-lightning-z8-scarpe-da-pallavolo-whitesalsablack-m2742a0hv-a12.html,"['WAVE LIGHTNING Z8 ', ' Scarpe da pallavolo ', ' white/salsa/black']",WAVE LIGHTNING Z8 , Scarpe da pallavolo , white/salsa/black
Scarpini Mizuno Uomo,MIZUNO,WAVE LUMINOUS 3 - Scarpe da pallavolo - neo lime/black/splish splash,"126,99","149,99",https://www.zalando.it/mizuno-wave-luminous-3-scarpe-da-pallavolo-neo-limeblacksplish-splash-m2742a0ij-m11.html,"['WAVE LUMINOUS 3 ', ' Scarpe da pallavolo ', ' neo lime/black/splish splash']",WAVE LUMINOUS 3 , Scarpe da pallavolo , neo lime/black/splish splash
Scarpini Mizuno Uomo,MIZUNO,CYCLONE SPEED 4 - Scarpe da pallavolo - white/salsa/black,"48,99","69,99",https://www.zalando.it/mizuno-cyclone-speed-4-scarpe-da-pallavolo-whitesalsablack-m2742a0gv-a13.html,"['CYCLONE SPEED 4 ', ' Scarpe da pallavolo ', ' white/salsa/black']",CYCLONE SPEED 4 , Scarpe da pallavolo , white/salsa/black
Scarpini Mizuno Uomo,MIZUNO,MORELIA II PRO AG - Scarpe da calcetto con tacchetti - white/laser blue/gold,"101,99","119,99",https://www.zalando.it/mizuno-morelia-ii-pro-ag-scarpe-da-calcetto-con-tacchetti-whitelaser-bluegold-m2742a0iu-a11.html,"['MORELIA II PRO AG ', ' Scarpe da calcetto con tacchetti ', ' white/laser blue/gold']",MORELIA II PRO AG , Scarpe da calcetto con tacchetti , white/laser blue/gold
Scarpini Mizuno Uomo,MIZUNO,SALA CLUB TF - Scarpe da calcetto con tacchetti - white/laser blue,"75,50","75,50",https://www.zalando.it/mizuno-sala-club-tf-scarpe-da-calcetto-con-tacchetti-whitelaser-blue-m2742a0iq-a11.html,"['SALA CLUB TF ', ' Scarpe da calcetto con tacchetti ', ' white/laser blue']",SALA CLUB TF , Scarpe da calcetto con tacchetti , white/laser blue
Scarpini Mizuno Uomo,MIZUNO,WAVE MOMENTUM 3 MID - Scarpe da pallavolo - mugen blue/white/estate blue,"162,00","180,00",https://www.zalando.it/mizuno-wave-momentum-3-mid-scarpe-da-pallavolo-mugen-bluewhiteestate-blue-m2742a0gp-k11.html,"['WAVE MOMENTUM 3 MID ', ' Scarpe da pallavolo ', ' mugen blue/white/estate blue']",WAVE MOMENTUM 3 MID , Scarpe da pallavolo , mugen blue/white/estate blue
Scarpini Mizuno Uomo,MIZUNO,MORELIA II PRO - Scarpe da calcetto con tacchetti - black/gold/dark shadow,"119,95","119,95",https://www.zalando.it/mizuno-morelia-ii-pro-scarpe-da-calcetto-con-tacchetti-blackgolddark-shadow-m2742a0gl-q11.html,"['MORELIA II PRO ', ' Scarpe da calcetto con tacchetti ', ' black/gold/dark shadow']",MORELIA II PRO , Scarpe da calcetto con tacchetti , black/gold/dark shadow
Scarpini Mizuno Uomo,MIZUNO,WAVE STEALTH NEO 2 - Scarpe da pallamano - mugen blue/white/estate blue,"169,99","169,99",https://www.zalando.it/mizuno-wave-stealth-neo-2-scarpe-da-pallamano-mugen-bluewhiteestate-blue-m2742a0if-k11.html,"['WAVE STEALTH NEO 2 ', ' Scarpe da pallamano ', ' mugen blue/white/estate blue']",WAVE STEALTH NEO 2 , Scarpe da pallamano , mugen blue/white/estate blue
Scarpini Mizuno Uomo,MIZUNO,WAVE MOMENTUM 3 - Scarpe da pallavolo - radiant red/white/carrot curl,"153,00","170,00",https://www.zalando.it/mizuno-wave-momentum-3-scarpe-da-pallavolo-radiant-redwhitecarrot-curl-m2742a0gs-g11.html,"['WAVE MOMENTUM 3 ', ' Scarpe da pallavolo ', ' radiant red/white/carrot curl']",WAVE MOMENTUM 3 , Scarpe da pallavolo , radiant red/white/carrot curl
Scarpini Mizuno Uomo,MIZUNO,WAVE STEALTH NEO - Scarpe da pallamano - white/moroccan blue/silver,"136,00","170,00",https://www.zalando.it/mizuno-wave-stealth-neo-scarpe-da-pallamano-whitemoroccan-bluesilver-m2742a0ch-a14.html,"['WAVE STEALTH NEO ', ' Scarpe da pallamano ', ' white/moroccan blue/silver']",WAVE STEALTH NEO , Scarpe da pallamano , white/moroccan blue/silver
Scarpini Mizuno Uomo,MIZUNO,WAVE EXCEED TOUR 6 - da tennis per terra battuta - moroccan blue/white/blue topaz,"121,73","150,00",https://www.zalando.it/mizuno-wave-exceed-tour-6-da-tennis-per-terra-battuta-moroccan-bluewhiteblue-topaz-m2742a0i9-k11.html,"['WAVE EXCEED TOUR 6 ', ' da tennis per terra battuta ', ' moroccan blue/white/blue topaz']",WAVE EXCEED TOUR 6 , da tennis per terra battuta , moroccan blue/white/blue topaz
Scarpini Mizuno Uomo,MIZUNO,WAVE EXCEED - Scarpe da tennis per tutte le superfici - moroccan blue  white  bluejay,"104,72","125,00",https://www.zalando.it/mizuno-sneakers-basse-moroccan-blue-white-bluejay-m2742a0l0-k11.html,"['WAVE EXCEED ', ' Scarpe da tennis per tutte le superfici ', ' moroccan blue  white  bluejay']",WAVE EXCEED , Scarpe da tennis per tutte le superfici , moroccan blue  white  bluejay
Scarpini Mizuno Uomo,MIZUNO,WAVE ENFORCE TOUR  - da tennis per terra battuta - mugenblue white riverblue,"133,07","160,00",https://www.zalando.it/mizuno-da-tennis-per-terra-battuta-mugenblue-white-riverblue-m2742a0lw-k11.html,"['WAVE ENFORCE TOUR  ', ' da tennis per terra battuta ', ' mugenblue white riverblue']",WAVE ENFORCE TOUR  , da tennis per terra battuta , mugenblue white riverblue
Scarpini Mizuno Uomo,MIZUNO,MORELIA NEO IV PRO - Scarpe da calcetto con tacchetti - black/gold,"117,00","117,00",https://www.zalando.it/mizuno-morelia-neo-iv-pro-scarpe-da-calcetto-con-tacchetti-blackgold-m2742a0gz-q11.html,"['MORELIA NEO IV PRO ', ' Scarpe da calcetto con tacchetti ', ' black/gold']",MORELIA NEO IV PRO , Scarpe da calcetto con tacchetti , black/gold
Scarpini Mizuno Uomo,MIZUNO,MORELIA II PRO RUN ON - Scarpe da calcetto con tacchetti - white/laser blue/gold,"101,99","119,99",https://www.zalando.it/mizuno-morelia-ii-pro-run-on-scarpe-da-calcetto-con-tacchetti-whitelaser-bluegold-m2742a0it-a11.html,"['MORELIA II PRO RUN ON ', ' Scarpe da calcetto con tacchetti ', ' white/laser blue/gold']",MORELIA II PRO RUN ON , Scarpe da calcetto con tacchetti , white/laser blue/gold
Scarpini Mizuno Uomo,MIZUNO,MORELIA II ELITE - Scarpe da calcetto con tacchetti - white/laser blue/gold,"128,00","160,00",https://www.zalando.it/mizuno-morelia-ii-elite-scarpe-da-calcetto-con-tacchetti-whitelaser-bluegold-m2742a0i0-a11.html,"['MORELIA II ELITE ', ' Scarpe da calcetto con tacchetti ', ' white/laser blue/gold']",MORELIA II ELITE , Scarpe da calcetto con tacchetti , white/laser blue/gold
Scarpini Mizuno Uomo,MIZUNO,WAVE DAICHI 8 - Scarpe da trail running - estate blue/apricot/spicy orange,"121,73","150,00",https://www.zalando.it/mizuno-wave-daichi-8-scarpe-da-trail-running-estate-blueapricotspicy-orange-m2742a0j3-k11.html,"['WAVE DAICHI 8 ', ' Scarpe da trail running ', ' estate blue/apricot/spicy orange']",WAVE DAICHI 8 , Scarpe da trail running , estate blue/apricot/spicy orange
Scarpini Mizuno Uomo,MIZUNO,SALA CLUB IN - Scarpe da calcetto - mugen blue/white,"41,99","69,99",https://www.zalando.it/mizuno-sala-club-in-scarpe-da-calcetto-mugen-bluewhite-m2742a0ii-k11.html,"['SALA CLUB IN ', ' Scarpe da calcetto ', ' mugen blue/white']",SALA CLUB IN , Scarpe da calcetto , mugen blue/white
